"text","emotion"
"Sözüm odur ki acele etmek münasip görünmez; kesin söz söylemekte zorlanırım.","cekince"
"Merak ederim ki, işbu rivayetin doğruluğu hakkında bir izah var mıdır?","merak"
"Hayretle sorarım; meclisteki sessizliğin hikmeti neye bağlanır?","merak"
"Merak ederim ki, vaktin niçin geciktiği hakkında bir izah var mıdır?","merak"
"Muhterem efendim tevkir duygusuyla zikrederim.","saygi"
"Söylenenler tam yerini bulmayabilir; gönlüm tam mutmain değildir.","cekince"
"Ümidim odur ki bu karanlık dağılacak.","umut"
"Şunu öğrenmek muradıyla sorarım, yarınki ahvâl hakkında bir izah var mıdır?","merak"
"Gam beni sardı, çünkü işim arzu ettiğim gibi gitmedi.","uzuntu"
"Gönlüm der ki dertler hafifleyecek.","umut"
"Sözüm odur ki işin görünmeyen tarafı ağır basabilir; tedbir elden bırakılmamalıdır.","cekince"
"Şerefli efendim sonsuz tâzimle sunarım.","saygi"
"Söylenenler tam yerini bulmayabilir; ayakları sıkı basmak gerekir.","cekince"
"Huzur-ı âlinize sonsuz tâzimle arz ederim.","saygi"
"Kalbim keder içindedir, çünkü ümidim zayıf düştü.","uzuntu"
"Bu yersiz davranışa hiddet beslerim; vicdan buna susmaz.","kizginlik"
"Bahşettiğiniz vakte minnettarım; duam sizden yana oldu.","minnettarlik"
"Şunu öğrenmek muradıyla sorarım, bu işteki hikmet hakkında bir izah var mıdır?","merak"
"Dilerim ki kapıyı açtırınız.","istek"
"Devletlü efendim sunarım; nüktelerinizden istifade ederim.","saygi"
"İnşallah işler düzelecek.","umut"
"Zât-ı âlinize karşı kalben müteşekkirim, müşkülüm çözüldü.","minnettarlik"
"Bu kırıcı tavra gönlüm isyan eder.","kizginlik"
"Şöyle bir sual var ki bu hâlin sebebi nasıldır?","merak"
"Ümit ederim kapılar açılacak.","umut"
"Bunun hesabı sorulmalıdır; bu kabalığa sabır gösteremem.","kizginlik"
"Bu hâle buna razı olmam.","kizginlik"
"Size kalben müteşekkirim; dertli hâlim teskin oldu.","minnettarlik"
"Bu dileğim samimîdir, haber ulaştırınız.","istek"
"Zât-ı âlinize tam bir tâzim ile beyan eylerim; işaretiniz benim için emirdir.","saygi"
"Işim arzu ettiğim gibi gitmedi; teselli bulamadım.","uzuntu"
"Bahşettiğiniz vakte iyiliğinizi unutamam; hatırınız bende daim oldu.","minnettarlik"
"İnâyetinize hâlisâne teşekkür ederim; hatırınız bende daim oldu.","minnettarlik"
"Görünen kadar kolay değildir; bu sebeple temkinli davranırım.","cekince"
"Acaba, kapının neden kapalı kaldığı hakkında bir izah var mıdır?","merak"
"İzzetlü efendim büyük bir edeple arz ederim; himmetinizi daima aziz tutarım.","saygi"
"Yaptığınız kalbi incitti; bu taşkınlığa sabır gösteremem.","kizginlik"
"Cömert nazarınıza dolayı iyiliğinizi unutamam.","minnettarlik"
"Bu söze pek gazap duyarım; sözünüz yara açtı.","kizginlik"
"Allah'ın izniyle yarın daha aydınlık olacak; tesellim bu yöndedir.","umut"
"Temennim budur ki kapıyı açtırınız.","istek"
"Umarım yarın daha aydınlık olacak; içimden böyle geçer.","umut"
"Işin görünmeyen tarafı ağır basabilir; ihtiyat daha evlâdır.","cekince"
"Esirgemediğiniz himmete dolayı şükran duyarım.","minnettarlik"
"Bu haksızlığa rızâ göstermem; vicdan buna susmaz.","kizginlik"
"Açık söylemek gerekirse söylenenler tam yerini bulmayabilir.","cekince"
"Ettiğiniz ihsana dolayı gönülden şükrederim.","minnettarlik"
"Ne yazık ki, çünkü işim arzu ettiğim gibi gitmedi.","uzuntu"
"Vaktin henüz olgunlaşmadığını sanırım; tedbir elden bırakılmamalıdır.","cekince"
"İnâyet ederseniz kapıyı açtırınız.","istek"
"İdrak etmek isterim, kapının neden kapalı kaldığı hakkında bir izah var mıdır?","merak"
"Zihnimi meşgul eden sual şudur işbu rivayetin doğruluğu hangi cihete varır?","merak"
"Bunun hesabı sorulmalıdır; bu yersiz davranışa rızâ göstermem.","kizginlik"
"Ümit ederim dertler hafifleyecek; buna inanırım.","umut"
"Esirgemediğiniz himmete minnettarım; yardımınız bana kuvvet verdi.","minnettarlik"
"Sözüm odur ki sonu umulan gibi çıkmayabilir; bu yüzden duraksarım.","cekince"
"Maalesef, çünkü muradım hâsıl olmadı.","uzuntu"
"İdrak etmek isterim vaktin niçin geciktiği neye delâlet eder?","merak"
"Nihâyet arzum budur, bu hususta izin veriniz.","istek"
"İnâyetinize dolayı minnettarım.","minnettarlik"
"Yarın daha aydınlık olacak, kalbim buna meyleder.","umut"
"Lütfedip bu işi geciktirmeyiniz; bendenizi mahrum bırakmayınız.","istek"
"Bu yersiz davranışa öfkelenirim; adalet duygusu zedelendi.","kizginlik"
"Esirgemediğiniz himmete gönülden şükrederim; bu inceliği pek aziz bildim.","minnettarlik"
"Kalbimde bir tereddüt vardır acele etmek münasip görünmez.","cekince"
"Size şükrümü arz ederim; bu inceliği pek aziz bildim.","minnettarlik"
"Cömert nazarınıza karşı kalben müteşekkirim, dertli hâlim teskin oldu.","minnettarlik"
"Şunu öğrenmek muradıyla sorarım, kapının neden kapalı kaldığı hakkında bir izah var mıdır?","merak"
"Mümkün ise hâlimi dinleyiniz; gönlümce olan budur.","istek"
"Kadr ü kıymeti yüce efendim arz ederim; buyruğunuz benim için makbuldür.","saygi"
"Kanaatimce beklenen haber gelecek; tesellim bu yöndedir.","umut"
"Dertler hafifleyecek, gözüm ufka çevrilidir.","umut"
"Bu zulme gönlüm isyan eder; yaptığınız kalbi incitti.","kizginlik"
"Temennim budur ki kapıyı açtırınız; bunu büyük bir arzu ile talep ederim.","istek"
"Şerefli efendim zikrederim; sözünüz başım üstündedir.","saygi"
"Cömert nazarınıza iyiliğinizi unutamam; bu inceliği pek aziz bildim.","minnettarlik"
"Biraz ihtiyatla söylerim ki sonu umulan gibi çıkmayabilir.","cekince"
"Zât-ı âlinize sunarım; sözünüz başım üstündedir.","saygi"
"Rica eylerim bu hususta izin veriniz; nihâyet arzum budur.","istek"
"Bilmeyi isterim ki vukû bulan işin aslı neye delâlet eder?","merak"
"Gönlüm der ki sabrın semeresi görünecek; içimde bir ışık yanar.","umut"
"Kapılar açılacak, ruhum böyle fısıldar.","umut"
"Adalet duygusu zedelendi; bu söze buna razı olmam.","kizginlik"
"Allah'ın izniyle beklenen haber gelecek; buna inanırım.","umut"
"Bu muamele kabul olunmaz; bu haksızlığa gönlüm isyan eder.","kizginlik"
"Kerem buyurup kapıyı açtırınız; bendenizi mahrum bırakmayınız.","istek"
"Vaktin henüz olgunlaşmadığını sanırım; bir kere daha düşünmek yerinde olur.","cekince"
"Kerem buyurup haber ulaştırınız.","istek"
"Ayrılık ateşi içimi yaktı; içimde bir boşluk kaldı.","uzuntu"
"Yaptığınız iyiliğe dolayı şükrümü arz ederim.","minnettarlik"
"Dilimden neşe eksildi; gönlüm ferahlanmadı.","uzuntu"
"Söylenenler tam yerini bulmayabilir; ihtiyat daha evlâdır.","cekince"
"Beklediğim kişi görünmedi; gönlüm ferahlanmadı.","uzuntu"
"Devletlü efendim büyük bir edeple arz ederim; buyruğunuz benim için makbuldür.","saygi"
"Kalbim keder içindedir, çünkü dilimden neşe eksildi.","uzuntu"
"İnşallah işler düzelecek; ruhum böyle fısıldar.","umut"
"Anlamak arzusuyla sorarım mezkur sözün manası nedir?","merak"
"Işin görünmeyen tarafı ağır basabilir; bu yüzden duraksarım.","cekince"
"Hududu aşıyorsunuz; bu kırıcı tavra rızâ göstermem.","kizginlik"
"Bahşettiğiniz vakte şükran duyarım; gönlüm ferah buldu.","minnettarlik"
"Muradım hâsıl olmadı; sabrım ağır imtihana düştü.","uzuntu"
"Gam beni sardı; beklediğim kişi görünmedi.","uzuntu"
"Söylenenler tam yerini bulmayabilir; bu sebeple temkinli davranırım.","cekince"
"Arzım odur ki meseleyi tekrar nazardan geçiriniz.","istek"
"Bu kabalığa içim kaynar.","kizginlik"
"Nihâyet arzum budur, kapıyı açtırınız.","istek"
"Ettiğiniz ihsana şükrümü arz ederim; yüküm hafifledi.","minnettarlik"
"Bendenizi mahrum bırakmayınız, biraz mühlet tanıyınız.","istek"
"Huzur-ı âlinize arz ederim; işaretiniz benim için emirdir.","saygi"
"Umarım sabrın semeresi görünecek; içimden böyle geçer.","umut"
"İçim dardır, çünkü vaktim elem ile geçti.","uzuntu"
"Bugün yüzüm gülmedi; dilimden neşe eksildi.","uzuntu"
"Bahtım suskun kaldı; günüm kederle soldu.","uzuntu"
"Kadr ü kıymeti yüce efendim derin bir saygı ile bildiririm; iradenizden ayrılmam.","saygi"
"Bununla beraber söylenenler tam yerini bulmayabilir.","cekince"
"Olur ki işler düzelecek; kalbim buna meyleder.","umut"
"Mektubun niçin cevapsız kaldığı hakkında ne buyurulur?","merak"
"Bu söze içim kaynar.","kizginlik"
"Gam beni sardı, çünkü vaktim elem ile geçti.","uzuntu"
"Anlamak arzusuyla sorarım, o kimsenin maksadı hakkında bir izah var mıdır?","merak"
"Muradım hâsıl olmadı; hâlimi anlatmak müşkül oldu.","uzuntu"
"Beklenen haber gelecek, tesellim bu yöndedir.","umut"
"Işin görünmeyen tarafı ağır basabilir; ayakları sıkı basmak gerekir.","cekince"
"Arzım odur ki bir cevap veriniz; gönlümce olan budur.","istek"
"Keremkâr hazretleri dile getiririm; himmetinizi daima aziz tutarım.","saygi"
"Bu kırıcı tavra sabır gösteremem; vicdan buna susmaz.","kizginlik"
"O kimsenin maksadı hususunda malûmat verir misiniz?","merak"
"O kelâmın kastı niçin böyle olmuştur?","merak"
"Bununla beraber görünen kadar kolay değildir.","cekince"
"İstirham ederim biraz mühlet tanıyınız; bu niyazımı geri çevirmeyiniz.","istek"
"Umarım gönlümüz ferah bulacak; iyi günlerin yaklaşmakta olduğuna hükmederim.","umut"
"Gösterdiğiniz lütfa hâlisâne teşekkür ederim; müşkülüm çözüldü.","minnettarlik"
"Ümidim odur ki beklenen haber gelecek.","umut"
"Maalesef, çünkü beklediğim kişi görünmedi.","uzuntu"
"Hayretle sorarım: meclisteki sessizliğin hikmeti nedendir?","merak"
"Muhterem efendim tevkir duygusuyla takdim ederim; sözünüz başım üstündedir.","saygi"
"İdrak etmek isterim, bu hâlin sebebi hakkında bir izah var mıdır?","merak"
"Bilmeyi isterim ki kapının neden kapalı kaldığı ne için böyledir?","merak"
"Bununla beraber vaktin henüz olgunlaşmadığını sanırım; gönlüm tam mutmain değildir.","cekince"
"Sözüm odur ki her işaret güven vermiyor.","cekince"
"Mürüvvet buyurup bir cevap veriniz; bunu büyük bir arzu ile talep ederim.","istek"
"Bu kabalığa rızâ göstermem.","kizginlik"
"Gönlüm der ki talih yüz gösterecek.","umut"
"Bu kadarı artık fazladır; bu zulme gönlüm isyan eder.","kizginlik"
"Kerem buyurup hâlimi dinleyiniz; talebim budur.","istek"
"Biraz ihtiyatla söylerim ki işin görünmeyen tarafı ağır basabilir.","cekince"
"Lütfedip bir cevap veriniz; bu niyazımı geri çevirmeyiniz.","istek"
"Bu nankörlüğe şiddetle karşı çıkarım; sözünüz yara açtı.","kizginlik"
"Ettiğiniz ihsana kalben müteşekkirim; müşkülüm çözüldü.","minnettarlik"
"Cömert nazarınıza karşı gönülden şükrederim, adıma büyük bir iyilik doğdu.","minnettarlik"
"Bu hâle pek gazap duyarım; bu muamele kabul olunmaz.","kizginlik"
"Lütufkâr efendim bildiririm; buyruğunuz benim için makbuldür.","saygi"
"Adalet duygusu zedelendi; bu zulme şiddetle karşı çıkarım.","kizginlik"
"İçimde bir çekince doğdu sonu umulan gibi çıkmayabilir; bir kere daha düşünmek yerinde olur.","cekince"
"Müteber efendim hâlisâne hürmetle bildiririm.","saygi"
"Sabrın semeresi görünecek, içimden böyle geçer.","umut"
"Gönlümde bir sual dolaşır vukû bulan işin aslı neye delâlet eder?","merak"
"Gösterdiğiniz lütfa dolayı borcumu kelâm ile ödeyemem.","minnettarlik"
"Bu hâle rızâ göstermem.","kizginlik"
"Gösterdiğiniz lütfa karşı kalben müteşekkirim, gönlüm ferah buldu.","minnettarlik"
"Gönlümde bir sual dolaşır, mezkur sözün manası hakkında bir izah var mıdır?","merak"
"Lütfedip mektubumu kabul buyurunuz.","istek"
"Bahtım suskun kaldı; sevindirici haber gelmedi.","uzuntu"
"Muhterem efendim zikrederim; yol gösterişinizi pek kıymetli bilirim.","saygi"
"Allah'ın izniyle dertler hafifleyecek.","umut"
"Cömert nazarınıza gönülden şükrederim; hatırınız bende daim oldu.","minnettarlik"
"Bu yolda bazı mahzurlar vardır; bu sebeple temkinli davranırım.","cekince"
"Zihnimi meşgul eden sual şudur, yarınki ahvâl hakkında bir izah var mıdır?","merak"
"Kadr ü kıymeti yüce efendim hâlisâne hürmetle zikrederim.","saygi"
"Bugün yüzüm gülmedi; işim arzu ettiğim gibi gitmedi.","uzuntu"
"Bendenizi mahrum bırakmayınız, meseleyi tekrar nazardan geçiriniz.","istek"
"Muhterem efendim beyan eylerim; himmetinizi daima aziz tutarım.","saygi"
"Ettiğiniz ihsana bu lütfu daima yâd ederim; bu inceliği pek aziz bildim.","minnettarlik"
"Kadr ü kıymeti yüce efendim kemâl-i hürmetle zikrederim.","saygi"
"Muhterem efendim büyük bir edeple sunarım.","saygi"
"Sözünüz yara açtı; bu kabalığa öfkelenirim.","kizginlik"
"İnâyet ederseniz kapıyı açtırınız; gönlüm bu yönde muraddar olmuştur.","istek"
"Müteber efendim bihakkın ihtiram göstererek arz ederim; işaretiniz benim için emirdir.","saygi"
"Ne yazık ki; işim arzu ettiğim gibi gitmedi.","uzuntu"
"Bu söze hiddet beslerim; artık bıkkınlık verdi.","kizginlik"
"Vaktim elem ile geçti; ruhum inceldi.","uzuntu"
"Bunun hesabı sorulmalıdır; bu edepsizliğe rızâ göstermem.","kizginlik"
"Zât-ı âlinize zikrederim; hükmünüze râm olurum.","saygi"
"Bu söze buna razı olmam; vicdan buna susmaz.","kizginlik"
"Allah'ın izniyle muradımız gerçekleşecek; bekleyişim boşa çıkmaz sanırım.","umut"
"Beklediğim kişi görünmedi; gözüm yaşa meyletti.","uzuntu"
"Kanaatimce sabrın semeresi görünecek; tesellim bu yöndedir.","umut"
"Gösterdiğiniz lütfa karşı minnettarım, kalbimde güzel bir iz bıraktınız.","minnettarlik"
"Sözüm odur ki görünen kadar kolay değildir.","cekince"
"Beklenen haber gelecek, iyi günlerin yaklaşmakta olduğuna hükmederim.","umut"
"İçimde bir çekince doğdu acele etmek münasip görünmez; içimdeki tereddüt sürer.","cekince"
"Şüphem odur ki sonu umulan gibi çıkmayabilir; bu sebeple temkinli davranırım.","cekince"
"Muhterem efendim takdim ederim; sözünüz başım üstündedir.","saygi"
"Doğrusu karar vermeden evvel düşünmek gerekir.","cekince"
"Gösterdiğiniz lütfa şükrümü arz ederim; adıma büyük bir iyilik doğdu.","minnettarlik"
"Talih yüz gösterecek, iyi günlerin yaklaşmakta olduğuna hükmederim.","umut"
"İnâyet ederseniz biraz mühlet tanıyınız; bendenizi mahrum bırakmayınız.","istek"
"Gösterdiğiniz lütfa dolayı iyiliğinizi unutamam.","minnettarlik"
"Zât-ı âlinize karşı şükrümü arz ederim, kalbimde güzel bir iz bıraktınız.","minnettarlik"
"Mümkün ise haber ulaştırınız.","istek"
"Nihâyet arzum budur, meseleyi tekrar nazardan geçiriniz.","istek"
"Bu kırıcı tavra pek gazap duyarım.","kizginlik"
"Hayretle sorarım; beklenen haberin akıbeti neye bağlanır?","merak"
"Bu niyazımı geri çevirmeyiniz, biraz mühlet tanıyınız.","istek"
"Kalbimde bir tereddüt vardır bu yolda bazı mahzurlar vardır; bir kere daha düşünmek yerinde olur.","cekince"
"İçimde bir çekince doğdu görünen kadar kolay değildir; gönlüm tam mutmain değildir.","cekince"
"İzzetlü efendim samimî bir ihtiramla beyan eylerim; işaretiniz benim için emirdir.","saygi"
"Yaptığınız iyiliğe karşı minnettarım, kalbimde güzel bir iz bıraktınız.","minnettarlik"
"İçim dardır, çünkü sevindirici haber gelmedi.","uzuntu"
"Nihâyet arzum budur, biraz mühlet tanıyınız.","istek"
"Bu haksızlığa hiddet beslerim; yaptığınız kalbi incitti.","kizginlik"
"Kalbimde bir tereddüt vardır karar vermeden evvel düşünmek gerekir; ayakları sıkı basmak gerekir.","cekince"
"Gönlüm bu yönde muraddar olmuştur, mektubumu kabul buyurunuz.","istek"
"Olur ki muradımız gerçekleşecek; iyi günlerin yaklaşmakta olduğuna hükmederim.","umut"
"Acaba mezkur sözün manası hangi sebepten doğmuştur?","merak"
"Talihim karardı; günüm kederle soldu.","uzuntu"
"Lütufkâr efendim bildiririm; hükmünüze râm olurum.","saygi"
"Ümidim odur ki muradımız gerçekleşecek.","umut"
"İnâyet ederseniz bu işi geciktirmeyiniz.","istek"
"Umarım beklenen haber gelecek; ruhum böyle fısıldar.","umut"
"Yaptığınız iyiliğe karşı iyiliğinizi unutamam, yardımınız bana kuvvet verdi.","minnettarlik"
"Bu zulme rızâ göstermem; bu muamele kabul olunmaz.","kizginlik"
"Vaktim elem ile geçti; gözüm yaşa meyletti.","uzuntu"
"İnâyetinize bu lütfu daima yâd ederim; hatırınız bende daim oldu.","minnettarlik"
"Lütfedip biraz mühlet tanıyınız.","istek"
"İnâyetinize gönülden şükrederim; kalbimde güzel bir iz bıraktınız.","minnettarlik"
"Ümit ederim yarın daha aydınlık olacak.","umut"
"Temennim budur ki biraz mühlet tanıyınız.","istek"
"Keremkâr hazretleri bihakkın ihtiram göstererek takdim ederim.","saygi"
"Bununla beraber her işaret güven vermiyor.","cekince"
"Müteber efendim kemâl-i hürmetle ifade kılarım; hükmünüze râm olurum.","saygi"
"Anlamak arzusuyla sorarım vaktin niçin geciktiği hangi sebepten doğmuştur?","merak"
"Anlamak arzusuyla sorarım, bu hâlin sebebi hakkında bir izah var mıdır?","merak"
"Verdiğiniz desteğe bu lütfu daima yâd ederim; dertli hâlim teskin oldu.","minnettarlik"
"Yaptığınız iyiliğe dolayı teşekkür borçluyum.","minnettarlik"
"Müteber efendim takdim ederim; iradenizden ayrılmam.","saygi"
"Zât-ı âlinize sunarım; iradenizden ayrılmam.","saygi"
"Şu kararın dayanağı niçin böyle olmuştur?","merak"
"Bilmeyi isterim ki, o kimsenin maksadı hakkında bir izah var mıdır?","merak"
"Arzım odur ki bu hususta izin veriniz; bendenizi mahrum bırakmayınız.","istek"
"Zihnimi meşgul eden sual şudur kapının neden kapalı kaldığı nasıl izah olunur?","merak"
"Yaptığınız iyiliğe dolayı hâlisâne teşekkür ederim.","minnettarlik"
"Kanaatim tam değildir söylenenler tam yerini bulmayabilir; bir kere daha düşünmek yerinde olur.","cekince"
"Gösterdiğiniz lütfa kalben müteşekkirim; dertli hâlim teskin oldu.","minnettarlik"
"Bilmeyi isterim ki işbu rivayetin doğruluğu nicedir?","merak"
"Bahşettiğiniz vakte hâlisâne teşekkür ederim; duam sizden yana oldu.","minnettarlik"
